PROVIDER;DESCRIPTION;CONTEXT;NAMESPACE;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod coredns-589f44dc88-wgpz8 is not using hostIPC.;a9f2e636-a161-40e5-91f4-8835f0225e52;coredns-589f44dc88-wgpz8;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod etcd-meridian-security-control-plane is not using hostIPC.;7ecd72f3-9636-4234-931a-ae1544f7a432;etcd-meridian-security-control-plane;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod kindnet-4d4lk is not using hostIPC.;fd4d6482-9d04-483f-bb52-f53d5c0e0bb5;kindnet-4d4lk;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod kube-apiserver-meridian-security-control-plane is not using hostIPC.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;kube-apiserver-meridian-security-control-plane;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod kube-controller-manager-meridian-security-control-plane is not using hostIPC.;56b68b76-d2d9-4590-addd-4f5d514e5441;kube-controller-manager-meridian-security-control-plane;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod kube-proxy-f9cwc is not using hostIPC.;c01150d9-d019-4351-9f20-a70b601c2cf3;kube-proxy-f9cwc;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod kube-scheduler-meridian-security-control-plane is not using hostIPC.;02c88112-3722-4f43-8f62-986d1889e3b4;kube-scheduler-meridian-security-control-plane;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: local-path-storage;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod local-path-provisioner-855c7b7774-5zncr is not using hostIPC.;d74a8322-ce04-4595-abf0-93c488b9940d;local-path-provisioner-855c7b7774-5zncr;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: meridian-devsecops;2026-06-05 00:25:49.084544;1.3.8;Ensure admission of containers sharing the host IPC namespace is minimized;Host IPC namespace sharing minimized;1. IAM;1.3 Privilege Escalation Prevention;Containers can be configured to share the host's IPC (Inter-Process Communication) namespace using the hostIPC setting. This allows containers to communicate with processes on the host using IPC mechanisms like shared memory and semaphores. Sharing the host IPC namespace should be minimized as it breaks container isolation and can expose sensitive information.;Containers sharing the host IPC namespace can access IPC resources used by other processes on the host, including other containers. This can lead to information disclosure, as containers could read shared memory segments containing sensitive data from other applications. Additionally, malicious containers could manipulate IPC resources to disrupt or compromise other processes on the host. Maintaining IPC namespace isolation ensures that containers cannot interfere with each other or the host through IPC mechanisms.;4;100;PASS;Pod meridian-static-app-7489b9bd56-8l6jz is not using hostIPC.;aaccd08b-77bd-4346-ac0f-bd5b248c316c;meridian-static-app-7489b9bd56-8l6jz;core_minimize_hostIPC_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: falco;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;PASS;Pod falco-5npfr is not using hostNetwork.;85f292a0-ad26-44c4-aa6c-566d40154b07;falco-5npfr;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;PASS;Pod coredns-589f44dc88-qj8sw is not using hostNetwork.;4758654c-f898-47cc-a32e-d32cb9b035bb;coredns-589f44dc88-qj8sw;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;PASS;Pod coredns-589f44dc88-wgpz8 is not using hostNetwork.;a9f2e636-a161-40e5-91f4-8835f0225e52;coredns-589f44dc88-wgpz8;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod etcd-meridian-security-control-plane is using hostNetwork.;7ecd72f3-9636-4234-931a-ae1544f7a432;etcd-meridian-security-control-plane;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod kindnet-4d4lk is using hostNetwork.;fd4d6482-9d04-483f-bb52-f53d5c0e0bb5;kindnet-4d4lk;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod kube-apiserver-meridian-security-control-plane is using hostNetwork.;3d283d6a-9060-4e19-9088-1e56a7f0c8c5;kube-apiserver-meridian-security-control-plane;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod kube-controller-manager-meridian-security-control-plane is using hostNetwork.;56b68b76-d2d9-4590-addd-4f5d514e5441;kube-controller-manager-meridian-security-control-plane;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod kube-proxy-f9cwc is using hostNetwork.;c01150d9-d019-4351-9f20-a70b601c2cf3;kube-proxy-f9cwc;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;FAIL;Pod kube-scheduler-meridian-security-control-plane is using hostNetwork.;02c88112-3722-4f43-8f62-986d1889e3b4;kube-scheduler-meridian-security-control-plane;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: local-path-storage;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;PASS;Pod local-path-provisioner-855c7b7774-5zncr is not using hostNetwork.;d74a8322-ce04-4595-abf0-93c488b9940d;local-path-provisioner-855c7b7774-5zncr;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
kubernetes;Prowler ThreatScore Compliance Framework for Kubernetes ensures that Kubernetes clusters are compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Logging and Monitoring, and Encryption. This framework provides a comprehensive security assessment for Kubernetes environments focusing on workload security, RBAC configurations, container isolation, audit logging, and encryption controls that are directly controllable by users in both managed and self-managed Kubernetes deployments.;context: kind-meridian-security;namespace: meridian-devsecops;2026-06-05 00:25:49.084544;2.1.3;Ensure admission of containers sharing the host network namespace is minimized;Host network namespace sharing minimized;2. Attack Surface;2.1 Network;Containers can be configured to use the host's network namespace with the hostNetwork setting. This gives containers direct access to the host's network interfaces and eliminates network isolation. Containers with hostNetwork can listen on any port on the host and can intercept or manipulate network traffic. This setting should be minimized and used only when absolutely necessary.;Containers using the host network namespace bypass network isolation and network policies, gaining the same network access as the host. They can listen on privileged ports, access services bound to localhost, and potentially intercept traffic from other pods. This is particularly dangerous in multi-tenant environments as it allows containers to bypass network segmentation. Using hostNetwork should be restricted to specific system components that require it, such as certain CNI plugins or monitoring agents, and should never be allowed for general application workloads.;4;100;PASS;Pod meridian-static-app-7489b9bd56-8l6jz is not using hostNetwork.;aaccd08b-77bd-4346-ac0f-bd5b248c316c;meridian-static-app-7489b9bd56-8l6jz;core_minimize_hostNetwork_containers;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Kubernetes
